Наличие,Производитель,Артикул,Код товара,Количество полюсов,"Номинальный ток, А",Характеристика отключения,"Максимальная отключающая способность, кА","Ширина 1 полюса, мм"
Есть в наличии,IEK,MVA20-3-016-C,158,"1
2
3
4","1
2
3
4
5
6
8
10
13
16
20
25
32
40
50
63","B
C
D","4,5
6",18
