URL,product_id,Русский slug,Украинский slug,images,item_name,category_name,manufacturer_name,sku,model,stock_status,is_active,warranty,price,Русский title,Русский description,Украинский title,Украинский description,Напряжение пробоя,Болты в комплекте,Тип болта
https://001.com.ua/izolyator-derzhatel-silovoy-shiny-sm25-s-boltom-m6-asko-ukrem,new,,,https://001.com.ua/media/photos/asko/montazh/asko-izolyator-derzhatel-silovoy-shiny-sm25-photo.jpg ;; https://001.com.ua/media/photos/asko/montazh/gabaritnye-razmery-asko-izolyator-derzhatel-silovoy-shiny-sm25-photo.jpg,"Изолятор-держатель силовой шины SM25 (с болтом М6), АСКО-УКРЕМ",Изоляторы шинные,АСКО-УКРЕМ,A0150100001,A0150100001,instock,1,12,"24,65","Изолятор-держатель силовой шины SM25 (с болтом М6), АСКО-УКРЕМ","<h2>Описание товара</h2><p>Предназначен для изоляции и крепления токоведущих шин внутри силовых шкафов и других устройств.</p><p>Материал изготовления:</p><ul><li>резьбовая втулка - латунь</li><li>корпус - карболит</li></ul><p>Тип крепления: винтовой.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Напряжение пробоя, кВ</td><td>6</td></tr><tr><td>Предел прочности на разрыв σ<sub>в</sub>, кгс</td><td>226,8</td></tr><tr><td>Крутящий момент затяжки, Нм</td><td>5</td></tr><tr><td>Вес, г</td><td>28</td></tr></tbody></table> ","Ізолятор-тримач силової шини SM25 (з болтом М6), АСКО-УКРЕМ","<h2>Опис товару</h2><p>Призначений для ізоляції і кріплення струмоведучих шин всередині силових шаф та інших пристроїв.</p><p>Матеріал виготовлення:</p><ul><li>різьбова втулка - латунь</li><li>корпус - карболіт</li></ul><p>Тип кріплення: гвинтовий.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Напруга пробою, кВ</td><td>6</td></tr><tr><td>Межа міцності на розрив σ<sub>в</sub>, кгс</td><td>226,8</td></tr><tr><td>Крутний момент затягування, Нм</td><td>5</td></tr><tr><td>Вага, г</td><td>28</td></tr></tbody></table> ",Русский ~ 6,Русский ~ Есть,Русский ~ M6
https://001.com.ua/izolyator-derzhatel-silovoy-shiny-sm40-s-boltom-m8-asko-ukrem,new,,,https://001.com.ua/media/photos/asko/montazh/asko-izolyator-derzhatel-silovoy-shiny-sm40-photo.jpg ;; https://001.com.ua/media/photos/asko/montazh/gabaritnye-razmery-asko-izolyator-derzhatel-silovoy-shiny-sm40-photo.jpg,"Изолятор-держатель силовой шины SM40 (с болтом М8), АСКО-УКРЕМ",Изоляторы шинные,АСКО-УКРЕМ,A0150100004,A0150100004,instock,1,12,"42,21","Изолятор-держатель силовой шины SM40 (с болтом М8), АСКО-УКРЕМ","<h2>Описание товара</h2><p>Предназначен для изоляции и крепления токоведущих шин внутри силовых шкафов и других устройств.</p><p>Материал изготовления:</p><ul><li>резьбовая втулка - латунь</li><li>корпус - карболит</li></ul><p>Тип крепления: винтовой.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Напряжение пробоя, кВ</td><td>12</td></tr><tr><td>Предел прочности на разрыв σ<sub>в</sub>, кгс</td><td>294,8</td></tr><tr><td>Крутящий момент затяжки, Нм</td><td>10</td></tr><tr><td>Вес, г</td><td>86</td></tr></tbody></table> ","Ізолятор-тримач силової шини SM40 (з болтом М8), АСКО-УКРЕМ","<h2>Опис товару</h2><p>Призначений для ізоляції і кріплення струмоведучих шин всередині силових шаф та інших пристроїв.</p><p>Матеріал виготовлення:</p><ul><li>різьбова втулка - латунь</li><li>корпус - карболіт</li></ul><p>Тип кріплення: гвинтовий.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Напруга пробою, кВ</td><td>12</td></tr><tr><td>Межа міцності на розрив σ<sub>в</sub>, кгс</td><td>294,8</td></tr><tr><td>Крутний момент затягування, Нм</td><td>10</td></tr><tr><td>Вага, г</td><td>86</td></tr></tbody></table> ",Русский ~ 12,Русский ~ Есть,Русский ~ M8
https://001.com.ua/izolyator-sm25-silovoy-h25xd27xm6-mm-iek,new,,,https://001.com.ua/media/photos/iek/boxes_accessories/iek-izolyator-sm25-silovoy-photo.jpg ;; https://001.com.ua/media/photos/iek/boxes_accessories/gabaritnye-razmery-iek-izolyator-sm25-photo.jpg,"Изолятор SM25 силовой H25×D27×M6 мм, IEK",Изоляторы шинные,IEK,YIS11-25-06,YIS11-25-06,instock,1,12,"19,53","Изолятор SM25 силовой H25×D27×M6 мм, IEK","<h2>Описание товара</h2><p><strong>Изоляторы шинные</strong> служат для крепления токоведущих шин внутри силовых шкафов и сборок с целью фиксации и изоляции токоведущих частей от корпуса и панелей сборки, с последующим подключением силовых проводников для распределения электроэнергии внутри щита.</p><p>Изолятор крепится с одной стороны с помощью болта к монтажной пластине или корпусу, с другой стороны к изолятору крепится токоведущая шина. Каждая шина устанавливается минимум на двух изоляторах (на концах шины), а также возможна установка промежуточных изоляторов (в зависимости от схемы монтажа и длины шины).</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Напряжение пробоя, кВ</td><td>6</td></tr><tr><td>Болты в комплекте</td><td>нет</td></tr><tr><td>Тип болта</td><td>M6</td></tr></tbody></table>","Ізолятор SM25 силовий H25×D27×M6 мм, IEK","<h2>Опис товару</h2><p><strong>Ізолятори шинні</strong> служать для кріплення струмоведучих шин всередині силових шаф і збірок з метою фіксації та ізоляції струмоведучих частин від корпусу і панелей збірки, з подальшим підключенням силових провідників для розподілу електроенергії усередині щита.</p><p>Ізолятор кріпиться з одного боку за допомогою болта до монтажної пластини або корпусу, з іншого боку до ізолятора кріпиться струмоведуча шина. Кожна шина встановлюється мінімум на двох ізоляторах (на кінцях шини), а також можлива установка проміжних ізоляторів (залежно від схеми монтажу і довжини шини).</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Напруга пробою, кВ</td><td>6</td></tr><tr><td>Болти в комплекті</td><td>немає</td></tr><tr><td>Тип болта</td><td>M6</td></tr></tbody></table>",Русский ~ 6,Русский ~ Нет,Русский ~ M6
https://001.com.ua/izolyator-derzhatel-silovoy-shiny-sm30-s-boltom-m8-asko-ukrem,new,,,https://001.com.ua/media/photos/asko/montazh/asko-izolyator-derzhatel-silovoy-shiny-sm30-photo.jpg ;; https://001.com.ua/media/photos/asko/montazh/gabaritnye-razmery-asko-izolyator-derzhatel-silovoy-shiny-sm30-photo.jpg,"Изолятор-держатель силовой шины SM30 (с болтом М8), АСКО-УКРЕМ",Изоляторы шинные,АСКО-УКРЕМ,A0150100002,A0150100002,instock,1,12,"32,52","Изолятор-держатель силовой шины SM30 (с болтом М8), АСКО-УКРЕМ","<h2>Описание товара</h2><p>Предназначен для изоляции и крепления токоведущих шин внутри силовых шкафов и других устройств.</p><p>Материал изготовления:</p><ul><li>резьбовая втулка - латунь</li><li>корпус - карболит</li></ul><p>Тип крепления: винтовой.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Напряжение пробоя, кВ</td><td>8</td></tr><tr><td>Предел прочности на разрыв σ<sub>в</sub>, кгс</td><td>249,5</td></tr><tr><td>Крутящий момент затяжки, Нм</td><td>10</td></tr><tr><td>Вес, г</td><td>44</td></tr></tbody></table> ","Ізолятор-тримач силової шини SM30 (з болтом М8), АСКО-УКРЕМ","<h2>Опис товару</h2><p>Призначений для ізоляції і кріплення струмоведучих шин всередині силових шаф та інших пристроїв.</p><p>Матеріал виготовлення:</p><ul><li>різьбова втулка - латунь</li><li>корпус - карболіт</li></ul><p>Тип кріплення: гвинтовий.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Напруга пробою, кВ</td><td>8</td></tr><tr><td>Межа міцності на розрив σ<sub>в</sub>, кгс</td><td>249,5</td></tr><tr><td>Крутний момент затягування, Нм</td><td>10</td></tr><tr><td>Вага, г</td><td>44</td></tr></tbody></table> ",Русский ~ 8,Русский ~ Есть,Русский ~ M8
https://001.com.ua/izolyator-derzhatel-silovoy-shiny-sm35-s-boltom-m8-asko-ukrem,new,,,https://001.com.ua/media/photos/asko/montazh/asko-izolyator-derzhatel-silovoy-shiny-sm35-photo.jpg ;; https://001.com.ua/media/photos/asko/montazh/gabaritnye-razmery-asko-izolyator-derzhatel-silovoy-shiny-sm35-photo.jpg,"Изолятор-держатель силовой шины SM35 (с болтом М8), АСКО-УКРЕМ",Изоляторы шинные,АСКО-УКРЕМ,A0150100003,A0150100003,instock,1,12,"34,38","Изолятор-держатель силовой шины SM35 (с болтом М8), АСКО-УКРЕМ","<h2>Описание товара</h2><p>Предназначен для изоляции и крепления токоведущих шин внутри силовых шкафов и других устройств.</p><p>Материал изготовления:</p><ul><li>резьбовая втулка - латунь</li><li>корпус - карболит</li></ul><p>Тип крепления: винтовой.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Напряжение пробоя, кВ</td><td>10</td></tr><tr><td>Предел прочности на разрыв σ<sub>в</sub>, кгс</td><td>272,2</td></tr><tr><td>Крутящий момент затяжки, Нм</td><td>10</td></tr><tr><td>Вес, г</td><td>50</td></tr></tbody></table> ","Ізолятор-тримач силової шини SM35 (з болтом М8), АСКО-УКРЕМ","<h2>Опис товару</h2><p>Призначений для ізоляції і кріплення струмоведучих шин всередині силових шаф та інших пристроїв.</p><p>Матеріал виготовлення:</p><ul><li>різьбова втулка - латунь</li><li>корпус - карболіт</li></ul><p>Тип кріплення: гвинтовий.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Напруга пробою, кВ</td><td>10</td></tr><tr><td>Межа міцності на розрив σ<sub>в</sub>, кгс</td><td>272,2</td></tr><tr><td>Крутний момент затягування, Нм</td><td>10</td></tr><tr><td>Вага, г</td><td>50</td></tr></tbody></table> ",Русский ~ 10,Русский ~ Есть,Русский ~ M8
https://001.com.ua/izolyator-derzhatel-silovoy-shiny-sm51-s-boltom-m8-asko-ukrem,new,,,https://001.com.ua/media/photos/asko/montazh/asko-izolyator-derzhatel-silovoy-shiny-sm51-photo.jpg ;; https://001.com.ua/media/photos/asko/montazh/gabaritnye-razmery-asko-izolyator-derzhatel-silovoy-shiny-sm51-photo.jpg,"Изолятор-держатель силовой шины SM51 (с болтом М8), АСКО-УКРЕМ",Изоляторы шинные,АСКО-УКРЕМ,A0150100005,A0150100005,instock,1,12,"46,88","Изолятор-держатель силовой шины SM51 (с болтом М8), АСКО-УКРЕМ","<h2>Описание товара</h2><p>Предназначен для изоляции и крепления токоведущих шин внутри силовых шкафов и других устройств.</p><p>Материал изготовления:</p><ul><li>резьбовая втулка - латунь</li><li>корпус - карболит</li></ul><p>Тип крепления: винтовой.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Напряжение пробоя, кВ</td><td>15</td></tr><tr><td>Предел прочности на разрыв σ<sub>в</sub>, кгс</td><td>453,6</td></tr><tr><td>Крутящий момент затяжки, Нм</td><td>10</td></tr><tr><td>Вес, г</td><td>83</td></tr></tbody></table> ","Ізолятор-тримач силової шини SM51 (з болтом М8), АСКО-УКРЕМ","<h2>Опис товару</h2><p>Призначений для ізоляції і кріплення струмоведучих шин всередині силових шаф та інших пристроїв.</p><p>Матеріал виготовлення:</p><ul><li>різьбова втулка - латунь</li><li>корпус - карболіт</li></ul><p>Тип кріплення: гвинтовий.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Напруга пробою, кВ</td><td>15</td></tr><tr><td>Межа міцності на розрив σ<sub>в</sub>, кгс</td><td>453,6</td></tr><tr><td>Крутний момент затягування, Нм</td><td>10</td></tr><tr><td>Вага, г</td><td>83</td></tr></tbody></table> ",Русский ~ 15,Русский ~ Есть,Русский ~ M8
https://001.com.ua/izolyator-derzhatel-silovoy-shiny-sm60-s-boltom-m10-asko-ukrem,new,,,https://001.com.ua/media/photos/asko/montazh/asko-izolyator-derzhatel-silovoy-shiny-sm60-photo.jpg ;; https://001.com.ua/media/photos/asko/montazh/gabaritnye-razmery-asko-izolyator-derzhatel-silovoy-shiny-sm60-photo.jpg,"Изолятор-держатель силовой шины SM60 (с болтом М10), АСКО-УКРЕМ",Изоляторы шинные,АСКО-УКРЕМ,A0150100008,A0150100008,instock,1,12,"85,68","Изолятор-держатель силовой шины SM60 (с болтом М10), АСКО-УКРЕМ","<h2>Описание товара</h2><p>Предназначен для изоляции и крепления токоведущих шин внутри силовых шкафов и других устройств.</p><p>Материал изготовления:</p><ul><li>резьбовая втулка - латунь</li><li>корпус - карболит</li></ul><p>Тип крепления: винтовой.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Напряжение пробоя, кВ</td><td>20</td></tr><tr><td>Предел прочности на разрыв σ<sub>в</sub>, кгс</td><td>524,7</td></tr><tr><td>Крутящий момент затяжки, Нм</td><td>10</td></tr><tr><td>Вес, г</td><td>116</td></tr></tbody></table> ","Ізолятор-тримач силової шини SM60 (з болтом М10), АСКО-УКРЕМ","<h2>Опис товару</h2><p>Призначений для ізоляції і кріплення струмоведучих шин всередині силових шаф та інших пристроїв.</p><p>Матеріал виготовлення:</p><ul><li>різьбова втулка - латунь</li><li>корпус - карболіт</li></ul><p>Тип кріплення: гвинтовий.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Напруга пробою, кВ</td><td>20</td></tr><tr><td>Межа міцності на розрив σ<sub>в</sub>, кгс</td><td>524,7</td></tr><tr><td>Крутний момент затягування, Нм</td><td>10</td></tr><tr><td>Вага, г</td><td>116</td></tr></tbody></table> ",Русский ~ 20,Русский ~ Есть,Русский ~ M10
https://001.com.ua/izolyator-derzhatel-silovoy-shiny-sm45-s-boltom-m8-asko-ukrem,new,,,https://001.com.ua/media/photos/asko/montazh/asko-izolyator-derzhatel-silovoy-shiny-sm45-photo.jpg ;; https://001.com.ua/media/photos/asko/montazh/gabaritnye-razmery-asko-izolyator-derzhatel-silovoy-shiny-sm45-photo.jpg,"Изолятор-держатель силовой шины SM45 (с болтом М8), АСКО-УКРЕМ",Изоляторы шинные,АСКО-УКРЕМ,A0150100007,A0150100007,instock,1,12,"46,06","Изолятор-держатель силовой шины SM45 (с болтом М8), АСКО-УКРЕМ","<h2>Описание товара</h2><p>Предназначен для изоляции и крепления токоведущих шин внутри силовых шкафов и других устройств.</p><p>Материал изготовления:</p><ul><li>резьбовая втулка - латунь</li><li>корпус - карболит</li></ul><p>Тип крепления: винтовой.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Напряжение пробоя, кВ</td><td>14</td></tr><tr><td>Предел прочности на разрыв σ<sub>в</sub>, кгс</td><td>345,2</td></tr><tr><td>Крутящий момент затяжки, Нм</td><td>10</td></tr><tr><td>Вес, г</td><td>85</td></tr></tbody></table> ","Ізолятор-тримач силової шини SM45 (з болтом М8), АСКО-УКРЕМ","<h2>Опис товару</h2><p>Призначений для ізоляції і кріплення струмоведучих шин всередині силових шаф та інших пристроїв.</p><p>Матеріал виготовлення:</p><ul><li>різьбова втулка - латунь</li><li>корпус - карболіт</li></ul><p>Тип кріплення: гвинтовий.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Напруга пробою, кВ</td><td>14</td></tr><tr><td>Межа міцності на розрив σ<sub>в</sub>, кгс</td><td>345,2</td></tr><tr><td>Крутний момент затягування, Нм</td><td>10</td></tr><tr><td>Вага, г</td><td>85</td></tr></tbody></table> ",Русский ~ 14,Русский ~ Есть,Русский ~ M8
https://001.com.ua/izolyator-derzhatel-silovoy-shiny-sm76-s-boltom-m10-asko-ukrem,new,,,https://001.com.ua/media/photos/asko/montazh/asko-izolyator-derzhatel-silovoy-shiny-sm76-photo.jpg ;; https://001.com.ua/media/photos/asko/montazh/gabaritnye-razmery-asko-izolyator-derzhatel-silovoy-shiny-sm76-photo.jpg,"Изолятор-держатель силовой шины SM76 (с болтом М10), АСКО-УКРЕМ",Изоляторы шинные,АСКО-УКРЕМ,A0150100006,A0150100006,instock,1,12,"97,65","Изолятор-держатель силовой шины SM76 (с болтом М10), АСКО-УКРЕМ","<h2>Описание товара</h2><p>Предназначен для изоляции и крепления токоведущих шин внутри силовых шкафов и других устройств.</p><p>Материал изготовления:</p><ul><li>резьбовая втулка - латунь</li><li>корпус - карболит</li></ul><p>Тип крепления: винтовой.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Напряжение пробоя, кВ</td><td>25</td></tr><tr><td>Предел прочности на разрыв σ<sub>в</sub>, кгс</td><td>680,4</td></tr><tr><td>Крутящий момент затяжки, Нм</td><td>12</td></tr><tr><td>Вес, г</td><td>233</td></tr></tbody></table> ","Ізолятор-тримач силової шини SM76 (з болтом М10), АСКО-УКРЕМ","<h2>Опис товару</h2><p>Призначений для ізоляції і кріплення струмоведучих шин всередині силових шаф та інших пристроїв.</p><p>Матеріал виготовлення:</p><ul><li>різьбова втулка - латунь</li><li>корпус - карболіт</li></ul><p>Тип кріплення: гвинтовий.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Напруга пробою, кВ</td><td>25</td></tr><tr><td>Межа міцності на розрив σ<sub>в</sub>, кгс</td><td>680,4</td></tr><tr><td>Крутний момент затягування, Нм</td><td>12</td></tr><tr><td>Вага, г</td><td>233</td></tr></tbody></table> ",Русский ~ 25,Русский ~ Есть,Русский ~ M10
https://001.com.ua/izolyator-silovoy-shiny-plastikovyy-e-bus-sm-stand-51-bk-bez-bolta-e-next,new,,,https://001.com.ua/media/photos/enext/isolator/enext-izolyator-silovoy-shiny-e-bus-sm-stand-51-bk-s054011-photo.jpg ;; https://001.com.ua/media/photos/enext/isolator/gabaritnye-razmery-enext-izolyator-silovoy-shiny-e-bus-sm-stand-51-bk-photo.jpg,"Изолятор силовой шины пластиковый e.bus.sm.stand.51.bk без болта, E.NEXT",Изоляторы шинные,E.NEXT,s054011,s054011,instock,1,12,"36,65","Изолятор силовой шины пластиковый e.bus.sm.stand.51.bk без болта, E.NEXT","<h2>Описание товара</h2><p>Предназначены для использования в качестве изолирующих опор при прокладке медных и алюминиевых шин внутри корпусов щитового электрооборудования.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Напряжение пробоя, кВ</td><td>8</td></tr><tr><td>Болты в комплекте</td><td>нет</td></tr><tr><td>Тип болта</td><td>M8</td></tr></tbody></table>","Ізолятор силової шини пластиковий e.bus.sm.stand.51.bk без болта, E.NEXT","<h2>Опис товару</h2><p>Призначені для використання в якості ізолюючих опор при прокладці мідних і алюмінієвих шин всередині корпусів щитового електрообладнання.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Напруга пробою, кВ</td><td>8</td></tr><tr><td>Болти в комплекті</td><td>немає</td></tr><tr><td>Тип болта</td><td>M8</td></tr></tbody></table>",Русский ~ 8,Русский ~ Нет,Русский ~ M8
