URL,product_id,Русский slug,Украинский slug,images,item_name,category_name,manufacturer_name,sku,model,stock_status,is_active,warranty,price,Русский title,Русский description,Украинский title,Украинский description,Тип устройства
https://001.com.ua/pereklyuchatel-faz-pef-301-universalnyy-trehfaznyy-novatek,new,,,https://001.com.ua/media/photos/novatek/modulnoe/novatek-pereklyuchatel-faz-pef-301-photo.jpg ;; https://001.com.ua/media/photos/novatek/modulnoe/gabaritnye-razmery-novatek-pef-301-photo.jpg ;; https://001.com.ua/media/photos/novatek/modulnoe/schema-novatek-pef-301-1-photo.jpg ;; https://001.com.ua/media/photos/novatek/modulnoe/schema-novatek-pef-301-2-photo.jpg,"Переключатель фаз ПЭФ-301 универсальный трехфазный, Новатек",Прочие реле и переключатели,Новатек,ПЭФ –301 16А,ПЭФ –301 16А,instock,1,12,2 175,"Переключатель фаз ПЭФ-301 универсальный трехфазный, Новатек","<h2>Описание товара</h2><p><strong>Универсальный автоматический электронный переключатель фаз ПЭФ-301</strong> предназначен для питания промышленной и бытовой однофазной нагрузки 220 В/50 Гц от трехфазной четырехпроводной сети 3х380+N с целью обеспечения бесперебойного питания особо ответственных однофазных потребителей и защиты их от недопустимых колебаний напряжения в сети. </p><p>В зависимости от наличия и качества напряжения на фазах ПЭФ-301 автоматически производит выбор наиболее благоприятной фазы и запитывает от нее однофазную нагрузку любой мощности:</p><ul><li>При мощности до 3,5 кВт (16 А), нагрузка питается непосредственно от ПЭФ-301;</li><li>При мощности, превышающей 3,5 кВт (16 А), переключатель фаз ПЭФ-301 управляет катушками магнитных пускателей (МП) соответствующей мощности (МП в комплект не входят).</li></ul><p>Пороги минимального и максимального напряжения задаются пользователем.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Тип реле</td><td>переключатель фаз</td></tr></tbody></table>","Перемикач фаз ПЭФ-301 універсальний трифазний, Новатек","<h2>Опис товару</h2><p><strong>Універсальний автоматичний електронний перемикач фаз ПЭФ-301</strong> призначений для живлення промислового і побутового однофазного навантаження 220 В/50 Гц від трифазної чотирьохпровідної мережі 3х380+N з метою забезпечення безперебійного живлення особливо відповідальних однофазних споживачів та захисту їх від неприпустимих коливань напруги в мережі.</p><p>Залежно від наявності та якості напруги на фазах ПЭФ-301 автоматично здійснює вибір найбільш сприятливої ​​фази і живить від неї однофазне навантаження будь-якої потужності:</p><ul><li>При потужності до 3,5 кВт (16 А), навантаження живиться безпосередньо від ПЭФ-301;</li><li>При потужності, що перевищує 3,5 кВт (16 А), перемикач фаз ПЭФ-301 керує котушками магнітних пускачів (МП) відповідної потужності (МП в комплект не входять).</li></ul><p>Пороги мінімальної і максимальної напруги задаються користувачем.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Тип реле</td><td>перемикач фаз</td></tr></tbody></table>",Русский ~ 
