URL,product_id,Русский slug,Украинский slug,images,item_name,category_name,manufacturer_name,sku,model,stock_status,is_active,warranty,price,Русский title,Русский description,Украинский title,Украинский description,Тип устройства
https://001.com.ua/transformator-napryazheniya-na-din-reyku-e-trans-din-8-12-24-220-8-12-24-v-e-next,new,,,https://001.com.ua/media/photos/enext/modulnoe/enext-transformator-na-din-reiku-e-trans-din-p057001-photo.jpg ;; https://001.com.ua/media/photos/enext/modulnoe/gabaritnye-razmery-enext-e-trans-din-p057001-photo.jpg,"Трансформатор напряжения на DIN-рейку e.trans.din.8.12.24, 220/8-12-24 В, E.NEXT",Дополнительные устройства модульной серии,E.NEXT,p057001,p057001,instock,1,12,"648,71","Трансформатор напряжения на DIN-рейку e.trans.din.8.12.24, 220/8-12-24 В, E.NEXT","<h2>Описание товара</h2><p>Трансформатор на DIN-рейку предназначен для питания маломощных нагрузок (индикаторов, звонков и т.д.). Максимальная мощность вторичной цепи - 8 ВА.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Тип устройства</td><td>трансформатор напряжения</td></tr></tbody></table>","Трансформатор напруги на DIN-рейку e.trans.din.8.12.24, 220/8-12-24 В, E.NEXT","<h2>Опис товару</h2><p>Трансформатор на DIN-рейку призначений для живлення малопотужних навантажень (індикаторів, дзвінків і т.д.). Максимальна потужність вторинного кола - 8 ВА.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Тип пристрою</td><td>трансформатор напруги</td></tr></tbody></table>",Русский ~ Трансформатор напряжения ;; Украинский ~ Трансформатор напруги
